species_count,family_name,country_code,state_province
4,Caprifoliaceae,US,Washington
4,Caryophyllaceae,CA,British Columbia
4,Caryophyllaceae,US,New York
4,Caryophyllaceae,US,Ohio
4,Caryophyllaceae,US,Pennsylvania
4,Convolvulaceae,US,Florida
4,Cornaceae,CA,Ontario
4,Cyperaceae,CA,Nova Scotia
4,Cyperaceae,US,Illinois
4,Cyperaceae,US,Wisconsin
4,Dryopteridaceae,CA,Ontario
4,Dryopteridaceae,US,Ohio
4,Dryopteridaceae,US,Vermont
4,Equisetaceae,CA,Québec
4,Ericaceae,US,Georgia
4,Ericaceae,US,Virginia
4,Fabaceae,CA,Québec
4,Fabaceae,US,Alabama
4,Fabaceae,US,Hawaii
4,Fabaceae,US,Mississippi
4,Fagaceae,US,Minnesota
4,Gentianaceae,US,Texas
4,Heliotropiaceae,US,Texas
4,Iridaceae,US,Michigan
4,Iridaceae,US,North Carolina
4,Iridaceae,US,Ohio
4,Lamiaceae,US,Illinois
4,Lamiaceae,US,Louisiana
4,Lamiaceae,US,Tennessee
4,Lamiaceae,US,Virginia
4,Melanthiaceae,CA,Québec
4,Onagraceae,US,Texas
4,Orchidaceae,CA,British Columbia
4,Orchidaceae,CA,Manitoba
4,Orchidaceae,US,Pennsylvania
4,Orchidaceae,US,Washington
4,Passifloraceae,US,Texas
4,Pinaceae,US,Minnesota
4,Plantaginaceae,US,New Jersey
4,Plantaginaceae,US,Utah
4,Poaceae,US,Hawaii
4,Poaceae,US,Missouri
4,Polygonaceae,CA,Alberta
4,Ranunculaceae,CA,Nova Scotia
4,Ranunculaceae,CA,Saskatchewan
4,Ranunculaceae,US,New York
4,Ranunculaceae,US,Washington
4,Ranunculaceae,US,Wisconsin
4,Rosaceae,US,Tennessee
4,Rubiaceae,US,Florida
4,Salicaceae,CA,Québec
4,Salicaceae,US,Minnesota
4,Sapindaceae,US,Michigan
4,Sapindaceae,US,Minnesota
4,Sapindaceae,US,New Hampshire
4,Sapindaceae,US,New York
4,Saxifragaceae,CA,British Columbia
4,Saxifragaceae,US,California
4,Saxifragaceae,US,Oregon
4,Saxifragaceae,US,Washington
4,Viburnaceae,CA,Ontario
4,Viburnaceae,US,New Hampshire
4,Viburnaceae,US,Wisconsin
4,Violaceae,US,Michigan
5,Anacardiaceae,US,California
5,Annonaceae,US,Florida
5,Apocynaceae,US,Missouri
5,Asparagaceae,CA,Nova Scotia
5,Asparagaceae,US,Minnesota
5,Asparagaceae,US,Wisconsin
5,Asteraceae,CA,Saskatchewan
5,Asteraceae,US,Alabama
5,Asteraceae,US,Louisiana
5,Asteraceae,US,Mississippi
5,Boraginaceae,US,Michigan
5,Brassicaceae,CA,Alberta
5,Brassicaceae,CA,British Columbia
5,Brassicaceae,US,Colorado
5,Brassicaceae,US,Michigan
5,Brassicaceae,US,Washington
5,Brassicaceae,US,Wisconsin
5,Caryophyllaceae,US,California
5,Convolvulaceae,US,Texas
5,Cyperaceae,US,Ohio
5,Ericaceae,US,Connecticut
5,Ericaceae,US,Maine
5,Ericaceae,US,Massachusetts
5,Fabaceae,US,Iowa
5,Fabaceae,US,Washington
5,Fabaceae,US,Wyoming
5,Fagaceae,US,Michigan
5,Fagaceae,US,Ohio
5,Fagaceae,US,Pennsylvania
5,Grossulariaceae,US,California
5,Grossulariaceae,US,Oregon
5,Iridaceae,US,Pennsylvania
5,Lamiaceae,US,Arkansas
5,Lamiaceae,US,Georgia
5,Lamiaceae,US,New York
5,Malvaceae,US,California
5,Montiaceae,CA,British Columbia
5,Orchidaceae,US,Florida
5,Orobanchaceae,US,Oregon
5,Papaveraceae,US,California
5,Plantaginaceae,US,Oregon
5,Plantaginaceae,US,Pennsylvania
5,Poaceae,CA,Ontario
5,Poaceae,US,Illinois
5,Polygonaceae,US,California
5,Polygonaceae,US,Colorado
5,Ranunculaceae,CA,Alberta
5,Ranunculaceae,CA,Québec
5,Rhamnaceae,US,California
5,Rosaceae,US,Colorado
5,Rosaceae,US,Georgia
5,Rosaceae,US,Maine
5,Viburnaceae,US,Michigan
5,Vitaceae,US,Texas
6,Apiaceae,US,Georgia
6,Apiaceae,US,Illinois
6,Apiaceae,US,Washington
6,Apiaceae,US,Wisconsin
6,Apocynaceae,US,Arkansas
6,Apocynaceae,US,Illinois
6,Apocynaceae,US,North Carolina
6,Asparagaceae,CA,British Columbia
6,Asparagaceae,CA,Ontario
6,Asteraceae,US,Idaho
6,Asteraceae,US,Oklahoma
6,Asteraceae,US,Wyoming
6,Caprifoliaceae,CA,Ontario
6,Caprifoliaceae,US,California
6,Cyperaceae,US,North Carolina
6,Ericaceae,CA,Québec
6,Ericaceae,US,Alaska
6,Ericaceae,US,Michigan
6,Euphorbiaceae,US,Florida
6,Fabaceae,CA,Ontario
6,Fabaceae,CA,Saskatchewan
6,Fabaceae,US,Georgia
6,Fabaceae,US,North Carolina
6,Fabaceae,US,Rhode Island
6,Fabaceae,US,Virginia
6,Fagaceae,CA,Ontario
6,Iridaceae,CA,Ontario
6,Lamiaceae,CA,Ontario
6,Lamiaceae,US,Ohio
6,Lamiaceae,US,Pennsylvania
6,Onagraceae,US,Colorado
6,Orchidaceae,CA,Ontario
6,Pinaceae,CA,Québec
6,Plantaginaceae,US,New York
6,Plantaginaceae,US,Ohio
6,Poaceae,CA,British Columbia
6,Polygonaceae,US,New York
6,Pteridaceae,US,California
6,Ranunculaceae,US,Massachusetts
6,Rosaceae,US,Illinois
6,Rosaceae,US,Ohio
6,Rosaceae,US,Wisconsin
6,Sapindaceae,CA,Ontario
6,Solanaceae,US,Texas
7,Apocynaceae,US,Florida
7,Asparagaceae,US,Michigan
7,Asteraceae,US,Maryland
7,Asteraceae,US,New Jersey
7,Asteraceae,US,New Mexico
7,Brassicaceae,US,Pennsylvania
7,Cactaceae,US,New Mexico
7,Cactaceae,US,Texas
7,Cyperaceae,CA,Québec
7,Ericaceae,CA,Alberta
7,Ericaceae,US,Pennsylvania
7,Fabaceae,US,Arkansas
7,Fabaceae,US,Maryland
7,Fabaceae,US,New Jersey
7,Lamiaceae,US,Michigan
7,Orobanchaceae,US,California
7,Plantaginaceae,US,Washington
7,Polemoniaceae,US,California
7,Rosaceae,US,Massachusetts
7,Rosaceae,US,New Hampshire
7,Rosaceae,US,Oregon
7,Sapindaceae,CA,Québec
7,Sapindaceae,US,Ohio
7,Verbenaceae,US,Texas
8,Apiaceae,US,Michigan
8,Asteraceae,US,Kansas
8,Asteraceae,US,Massachusetts
8,Asteraceae,US,Tennessee
8,Brassicaceae,CA,Ontario
8,Crassulaceae,US,California
8,Cyperaceae,US,Minnesota
8,Ericaceae,CA,British Columbia
8,Ericaceae,CA,Ontario
8,Ericaceae,US,North Carolina
8,Ericaceae,US,Washington
8,Fabaceae,US,Massachusetts
8,Fabaceae,US,Missouri
8,Fabaceae,US,Wisconsin
8,Fagaceae,US,California
8,Orchidaceae,CA,Alberta
8,Pinaceae,CA,Ontario
8,Plantaginaceae,CA,British Columbia
8,Poaceae,US,Georgia
8,Ranunculaceae,CA,British Columbia
8,Sapindaceae,US,Pennsylvania
9,Asteraceae,US,North Carolina
9,Boraginaceae,US,Colorado
9,Caprifoliaceae,CA,British Columbia
9,Cyperaceae,US,Michigan
9,Ericaceae,US,Minnesota
9,Fabaceae,US,Michigan
9,Fabaceae,US,New Mexico
9,Fabaceae,US,Oregon
9,Fabaceae,US,Tennessee
9,Malvaceae,US,Texas
9,Poaceae,US,Ohio
9,Ranunculaceae,CA,Ontario
9,Ranunculaceae,US,Minnesota
9,Rosaceae,CA,Alberta
9,Rosaceae,US,Washington
9,Solanaceae,US,California
10,Apiaceae,US,California
10,Apocynaceae,US,Texas
10,Asteraceae,US,Washington
10,Asteraceae,US,Wisconsin
10,Ericaceae,US,New Hampshire
10,Fabaceae,CA,Alberta
10,Fabaceae,US,Minnesota
10,Phrymaceae,US,California
10,Ranunculaceae,US,Michigan
10,Rosaceae,US,Maryland
10,Rosaceae,US,Michigan
10,Rosaceae,US,New York
10,Rosaceae,US,Pennsylvania
11,Asteraceae,US,Minnesota
11,Asteraceae,US,Missouri
11,Asteraceae,US,Oregon
11,Euphorbiaceae,US,Texas
11,Fabaceae,US,Florida
11,Fabaceae,US,Ohio
11,Fabaceae,US,Pennsylvania
11,Lamiaceae,US,California
11,Plantaginaceae,US,California
11,Plantaginaceae,US,Colorado
11,Poaceae,US,California
11,Rosaceae,US,Minnesota
11,Rosaceae,US,Virginia
12,Asteraceae,CA,Ontario
12,Asteraceae,US,Illinois
12,Asteraceae,US,Virginia
12,Fabaceae,US,Colorado
12,Fabaceae,US,Illinois
12,Fabaceae,US,New York
13,Asparagaceae,US,California
13,Asteraceae,CA,Alberta
13,Asteraceae,US,Arkansas
13,Brassicaceae,US,California
13,Lamiaceae,US,Texas
14,Ericaceae,US,California
14,Rosaceae,CA,Québec
15,Asteraceae,US,Florida
15,Asteraceae,US,New York
15,Fabaceae,CA,British Columbia
15,Hydrophyllaceae,US,California
15,Onagraceae,US,California
15,Rosaceae,US,California
16,Asteraceae,US,Georgia
17,Asteraceae,US,Michigan
17,Liliaceae,US,California
17,Rosaceae,CA,British Columbia
20,Asteraceae,US,Colorado
20,Asteraceae,US,Pennsylvania
21,Asteraceae,CA,British Columbia
21,Rosaceae,CA,Ontario
22,Fabaceae,US,California
23,Asteraceae,US,Ohio
28,Fabaceae,US,Texas
28,Poaceae,US,Texas
41,Asteraceae,US,Texas
41,Cyperaceae,CA,Ontario
56,Asteraceae,US,California
